mode,n,feasible_rate,mean_solve_time,median_solve_time,mean_speedup,mean_cost_deviation,mean_pct_binaries_fixed
full_fix_feasible,3,0.0,,,,,1.0
full_milp,3,1.0,0.10531378929348041,0.09299480391200632,1.0,0.0,0.0
partial_fix_confident,3,0.3333333333333333,0.020777791272848845,0.018874089932069182,5.201964543549246,0.0065648911640881265,0.8791666666666668
warm_start,3,1.0,0.07712331499593954,0.06890882004518062,1.4099035847754948,0.0,0.0
