case_name,model_name,n_scenarios,baseline_total_full_milp_time,policy_total_solver_time,policy_total_feasibility_check_time,policy_total_time,normalized_policy_time_vs_full_milp,total_speedup_vs_full_milp,time_reduction_percent,n_partial_fix,n_fallback_full_milp,partial_fix_rate,fallback_full_milp_rate,baseline_feasible_rate,policy_feasible_rate,confidence_threshold,threshold
case10,cnn,3,0.288915232,0.064259619,0.002747459,0.067007078,0.641926429,4.311712138,76.80735708,3,0,1,0,1,0.333333333,0.85,0.5
