scenario_id,case_name,model_name,baseline_mode,baseline_solve_time,baseline_objective,baseline_feasible,baseline_gap,baseline_status,baseline_termination_condition,policy_mode,policy_solver_time,feasibility_check_time,policy_total_time,policy_objective,policy_gap,policy_status,policy_termination_condition,policy_feasible,prediction_partially_feasible,prediction_fully_feasible,violation_types,num_binaries_fixed,pct_binaries_fixed,scenario_normalized_policy_time,scenario_speedup,cost_deviation_vs_full_milp
5,case10,cnn,full_milp,0.12989998294506222,413538.96198928385,True,0.0009478073846160361,ok,optimal,partial_fix_confident,0.020825202111154795,0.0009545990033075213,0.021779801114462316,,,warning,infeasible,False,True,False,demand_capacity;min_down;min_up;ramp;reserve,226,0.9416666666666667,0.16766592743644554,5.964241007637369,
9,case10,cnn,full_milp,0.06587560998741537,440532.3424137062,True,0.00017213513308836495,ok,optimal,partial_fix_confident,0.01879828004166484,0.0008886089781299233,0.019686889019794762,,,warning,infeasible,False,True,False,demand_capacity;ramp;reserve,209,0.8708333333333333,0.29884943795671376,3.346166574169174,
11,case10,cnn,full_milp,0.09313963900785893,373640.92809730285,True,0.0009088235871494954,ok,optimal,partial_fix_confident,0.02463613694999367,0.0009042510064318776,0.025540387956425548,376093.8401247105,0.0,ok,optimal,True,True,False,demand_capacity;ramp;reserve,198,0.825,0.27421609347520126,3.6467589751089315,0.0065648911640881265
