scenario_id,case_name,model_name,mode,solve_time,objective,gap,solver_status,termination_condition,feasible,predicted_schedule_feasible,num_binaries_fixed,pct_binaries_fixed,baseline_full_milp_time,baseline_full_milp_objective,speedup_vs_full_milp,cost_deviation_vs_full_milp
5,case10,cnn,full_milp,0.13102346495725214,413538.96198928385,0.0009478073846160361,ok,optimal,True,False,0,0.0,0.13102346495725214,413538.96198928385,1.0,0.0
5,case10,cnn,warm_start,0.06889203295577317,413538.96198928385,0.0009478073846160361,ok,optimal,True,False,0,0.0,0.13102346495725214,413538.96198928385,1.9018667229832755,0.0
5,case10,cnn,full_fix_feasible,,,,skipped_predicted_schedule_infeasible,skipped,False,False,240,1.0,0.13102346495725214,413538.96198928385,,
5,case10,cnn,partial_fix_confident,0.01882284099701792,,,warning,infeasible,False,False,226,0.9416666666666667,0.13102346495725214,413538.96198928385,6.960876149249204,
9,case10,cnn,full_milp,0.09192309901118279,440532.3424137062,0.00017213513308836495,ok,optimal,True,False,0,0.0,0.09192309901118279,440532.3424137062,1.0,0.0
9,case10,cnn,warm_start,0.06890882004518062,440532.3424137062,0.00017213513308836495,ok,optimal,True,False,0,0.0,0.09192309901118279,440532.3424137062,1.333981614413259,0.0
9,case10,cnn,full_fix_feasible,,,,skipped_predicted_schedule_infeasible,skipped,False,False,240,1.0,0.09192309901118279,440532.3424137062,,
9,case10,cnn,partial_fix_confident,0.018874089932069182,,,warning,infeasible,False,False,209,0.8708333333333333,0.09192309901118279,440532.3424137062,4.87033278648287,
11,case10,cnn,full_milp,0.09299480391200632,373640.92809730285,0.0009088235871494954,ok,optimal,True,False,0,0.0,0.09299480391200632,373640.92809730285,1.0,0.0
11,case10,cnn,warm_start,0.0935690919868648,373640.92809730285,0.0009088235871494954,ok,optimal,True,False,0,0.0,0.09299480391200632,373640.92809730285,0.9938624169299505,0.0
11,case10,cnn,full_fix_feasible,,,,skipped_predicted_schedule_infeasible,skipped,False,False,240,1.0,0.09299480391200632,373640.92809730285,,
11,case10,cnn,partial_fix_confident,0.02463644288945943,376093.8401247105,0.0,ok,optimal,True,False,198,0.825,0.09299480391200632,373640.92809730285,3.7746846949156625,0.0065648911640881265
