generator,accuracy
0,1.0
1,1.0
2,1.0
3,1.0
4,0.9861111111111112
5,0.9944444444444445
6,0.7555555555555555
7,0.9833333333333333
8,1.0
9,0.8694444444444445
10,1.0
11,1.0
12,1.0
13,0.8555555555555555
14,0.7861111111111111
15,0.7083333333333334
16,0.9027777777777778
17,1.0
18,0.9472222222222222
19,1.0
20,0.8083333333333333
21,0.9777777777777777
22,1.0
23,1.0
