case_name,model_name,n_scenarios,baseline_total_full_milp_time,policy_total_solver_time,policy_total_feasibility_check_time,policy_total_time,normalized_policy_time_vs_full_milp,total_speedup_vs_full_milp,time_reduction_percent,n_partial_fix,n_fallback_full_milp,partial_fix_rate,fallback_full_milp_rate,baseline_feasible_rate,policy_feasible_rate,confidence_threshold,threshold
case10,pqc_qcnn,3,0.292857788,0.184309108,0.002853535,0.187162643,0.609054398,1.564723511,36.0909456,3,0,1,0,1,1,0.85,0.5
