mode,n,feasible_rate,mean_solve_time,median_solve_time,mean_speedup,mean_cost_deviation,mean_pct_binaries_fixed
full_fix_feasible,3,0.0,,,,,1.0
full_milp,3,1.0,0.11831027665175498,0.09841498697642237,1.0,0.0,0.0
partial_fix_confident,3,1.0,0.06413731000308569,0.06022726697847247,1.79455617205803,-0.00021618036174814073,0.05833333333333334
warm_start,3,1.0,0.08239942166255787,0.07377484400058165,1.492651799545709,0.0,0.0
