generator,accuracy
0,1.0
1,1.0
2,1.0
3,1.0
4,0.9861111111111112
5,1.0
6,0.7027777777777777
7,0.9833333333333333
8,1.0
9,0.8694444444444445
10,1.0
11,1.0
12,1.0
13,0.8611111111111112
14,0.8138888888888889
15,0.7222222222222222
16,0.9055555555555556
17,1.0
18,0.9472222222222222
19,1.0
20,0.8111111111111111
21,0.9777777777777777
22,1.0
23,1.0
