bitwise_accuracy,exact_schedule_match_accuracy,f1_micro,f1_macro,model_name,case_name,training_time,prediction_time_total,prediction_time_per_sample,best_epoch,best_val_loss,num_parameters
0.9319444444444444,0.0,0.9319444444444444,0.9297590344654578,cnn,case10,0.6321013070410118,0.0046844909666106,0.0015614969888702,30,0.1782021820545196,7560
