scenario_id,case_name,model_name,mode,solve_time,objective,gap,solver_status,termination_condition,feasible,predicted_schedule_feasible,num_binaries_fixed,pct_binaries_fixed,baseline_full_milp_time,baseline_full_milp_objective,speedup_vs_full_milp,cost_deviation_vs_full_milp
15,case118_reduced,cnn,full_milp,1.1754895990015939,2484516.1388037214,0.0009467359923239317,ok,optimal,True,False,0,0.0,1.1754895990015939,2484516.1388037214,1.0,0.0
15,case118_reduced,cnn,warm_start,1.0775891919620335,2484516.1388037214,0.0009467359923239317,ok,optimal,True,False,0,0.0,1.1754895990015939,2484516.1388037214,1.09085132606175,0.0
15,case118_reduced,cnn,full_fix_feasible,,,,skipped_predicted_schedule_infeasible,skipped,False,False,1296,1.0,1.1754895990015939,2484516.1388037214,,
15,case118_reduced,cnn,partial_fix_confident,0.09507855796255171,,,warning,infeasible,False,False,891,0.6875,1.1754895990015939,2484516.1388037214,12.363351150788175,
18,case118_reduced,cnn,full_milp,0.8278334020869806,2527318.918515465,0.0009393149441627789,ok,optimal,True,False,0,0.0,0.8278334020869806,2527318.918515465,1.0,0.0
18,case118_reduced,cnn,warm_start,0.8197408609557897,2527318.918515465,0.0009393149441627789,ok,optimal,True,False,0,0.0,0.8278334020869806,2527318.918515465,1.0098720724031682,0.0
18,case118_reduced,cnn,full_fix_feasible,,,,skipped_predicted_schedule_infeasible,skipped,False,False,1296,1.0,0.8278334020869806,2527318.918515465,,
18,case118_reduced,cnn,partial_fix_confident,0.09588787204120308,,,warning,infeasible,False,False,904,0.6975308641975309,0.8278334020869806,2527318.918515465,8.633348352242711,
19,case118_reduced,cnn,full_milp,0.7706504400121048,2532624.84251878,0.0007578620397815663,ok,optimal,True,False,0,0.0,0.7706504400121048,2532624.84251878,1.0,0.0
19,case118_reduced,cnn,warm_start,0.781817439943552,2532624.84251878,0.0007578620397815663,ok,optimal,True,False,0,0.0,0.7706504400121048,2532624.84251878,0.9857166144410215,0.0
19,case118_reduced,cnn,full_fix_feasible,,,,skipped_predicted_schedule_infeasible,skipped,False,False,1296,1.0,0.7706504400121048,2532624.84251878,,
19,case118_reduced,cnn,partial_fix_confident,0.09451024001464248,,,warning,infeasible,False,False,881,0.6797839506172839,0.7706504400121048,2532624.84251878,8.154147528275326,
22,case118_reduced,cnn,full_milp,0.9075557379983366,2171614.4080425515,0.0007911508849012308,ok,optimal,True,False,0,0.0,0.9075557379983366,2171614.4080425515,1.0,0.0
22,case118_reduced,cnn,warm_start,0.9097874070284888,2171614.4080425515,0.0007911508849012308,ok,optimal,True,False,0,0.0,0.9075557379983366,2171614.4080425515,0.9975470433939713,0.0
22,case118_reduced,cnn,full_fix_feasible,,,,skipped_predicted_schedule_infeasible,skipped,False,False,1296,1.0,0.9075557379983366,2171614.4080425515,,
22,case118_reduced,cnn,partial_fix_confident,0.15019627194851637,2171524.1326354323,0.0008953530208417885,ok,optimal,True,False,961,0.7415123456790124,0.9075557379983366,2171614.4080425515,6.0424651439379575,-4.157064292116244e-05
24,case118_reduced,cnn,full_milp,0.9454409510362893,2417923.314668417,0.0008905893971618811,ok,optimal,True,False,0,0.0,0.9454409510362893,2417923.314668417,1.0,0.0
24,case118_reduced,cnn,warm_start,0.9002579849911854,2417923.314668417,0.0008905893971618811,ok,optimal,True,False,0,0.0,0.9454409510362893,2417923.314668417,1.0501889089554106,0.0
24,case118_reduced,cnn,full_fix_feasible,,,,skipped_predicted_schedule_infeasible,skipped,False,False,1296,1.0,0.9454409510362893,2417923.314668417,,
24,case118_reduced,cnn,partial_fix_confident,0.09380985808093101,,,warning,infeasible,False,False,930,0.7175925925925926,0.9454409510362893,2417923.314668417,10.078268642306707,
26,case118_reduced,cnn,full_milp,0.7426523090107366,2331748.177662901,0.0006939986478210752,ok,optimal,True,False,0,0.0,0.7426523090107366,2331748.177662901,1.0,0.0
26,case118_reduced,cnn,warm_start,0.7567080049775541,2331748.177662901,0.0006939986478210752,ok,optimal,True,False,0,0.0,0.7426523090107366,2331748.177662901,0.9814252051328116,0.0
26,case118_reduced,cnn,full_fix_feasible,,,,skipped_predicted_schedule_infeasible,skipped,False,False,1296,1.0,0.7426523090107366,2331748.177662901,,
26,case118_reduced,cnn,partial_fix_confident,0.1588654830120504,2333668.256057246,0.000866237108306989,ok,optimal,True,False,957,0.7384259259259259,0.7426523090107366,2331748.177662901,4.674724143534719,0.000823450153296353
36,case118_reduced,cnn,full_milp,0.7257123560411856,2059919.1090658114,0.0008001379903568313,ok,optimal,True,False,0,0.0,0.7257123560411856,2059919.1090658114,1.0,0.0
36,case118_reduced,cnn,warm_start,0.7412133840844035,2059919.1090658114,0.0008001379903568313,ok,optimal,True,False,0,0.0,0.7257123560411856,2059919.1090658114,0.9790869560965013,0.0
36,case118_reduced,cnn,full_fix_feasible,,,,skipped_predicted_schedule_infeasible,skipped,False,False,1296,1.0,0.7257123560411856,2059919.1090658114,,
36,case118_reduced,cnn,partial_fix_confident,0.1442335860338062,2060175.878229661,0.0007690798708335252,ok,optimal,True,False,959,0.7399691358024691,0.7257123560411856,2059919.1090658114,5.031507404045889,0.00012465011986124904
42,case118_reduced,cnn,full_milp,1.0245986829977483,2392958.913094108,0.0009106127482917547,ok,optimal,True,False,0,0.0,1.0245986829977483,2392958.913094108,1.0,0.0
42,case118_reduced,cnn,warm_start,1.0503065469674766,2392958.913094108,0.0009106127482917547,ok,optimal,True,False,0,0.0,1.0245986829977483,2392958.913094108,0.9755234659405352,0.0
42,case118_reduced,cnn,full_fix_feasible,,,,skipped_predicted_schedule_infeasible,skipped,False,False,1296,1.0,1.0245986829977483,2392958.913094108,,
42,case118_reduced,cnn,partial_fix_confident,0.09357445198111236,,,warning,infeasible,False,False,939,0.7245370370370371,1.0245986829977483,2392958.913094108,10.949555795470323,
56,case118_reduced,cnn,full_milp,0.9287991679739207,2379630.7141475608,0.0007850646327685605,ok,optimal,True,False,0,0.0,0.9287991679739207,2379630.7141475608,1.0,0.0
56,case118_reduced,cnn,warm_start,0.9706672420725226,2379630.7141475608,0.0007850646327685605,ok,optimal,True,False,0,0.0,0.9287991679739207,2379630.7141475608,0.9568667074730912,0.0
56,case118_reduced,cnn,full_fix_feasible,,,,skipped_predicted_schedule_infeasible,skipped,False,False,1296,1.0,0.9287991679739207,2379630.7141475608,,
56,case118_reduced,cnn,partial_fix_confident,0.09181283507496119,,,warning,infeasible,False,False,968,0.7469135802469136,0.9287991679739207,2379630.7141475608,10.116223589170257,
60,case118_reduced,cnn,full_milp,0.7044798550195992,2250821.361028554,0.0004866127450942494,ok,optimal,True,False,0,0.0,0.7044798550195992,2250821.361028554,1.0,0.0
60,case118_reduced,cnn,warm_start,0.703267126926221,2250821.361028554,0.0004866127450942494,ok,optimal,True,False,0,0.0,0.7044798550195992,2250821.361028554,1.001724420276373,0.0
60,case118_reduced,cnn,full_fix_feasible,,,,skipped_predicted_schedule_infeasible,skipped,False,False,1296,1.0,0.7044798550195992,2250821.361028554,,
60,case118_reduced,cnn,partial_fix_confident,0.16238960006739944,2251527.844125455,0.000857840220647846,ok,optimal,True,False,955,0.7368827160493827,0.7044798550195992,2250821.361028554,4.338207956218911,0.00031387790658696317
67,case118_reduced,cnn,full_milp,0.5669280199799687,2544677.8577510775,0.0007851611513705035,ok,optimal,True,False,0,0.0,0.5669280199799687,2544677.8577510775,1.0,0.0
67,case118_reduced,cnn,warm_start,0.5639569229679182,2544677.8577510775,0.0007851611513705035,ok,optimal,True,False,0,0.0,0.5669280199799687,2544677.8577510775,1.0052683048847322,0.0
67,case118_reduced,cnn,full_fix_feasible,,,,skipped_predicted_schedule_infeasible,skipped,False,False,1296,1.0,0.5669280199799687,2544677.8577510775,,
67,case118_reduced,cnn,partial_fix_confident,0.09324464795645326,,,warning,infeasible,False,False,867,0.6689814814814815,0.5669280199799687,2544677.8577510775,6.080006010047173,
75,case118_reduced,cnn,full_milp,0.7747073790524155,2106776.3034968474,0.000954492528853486,ok,optimal,True,False,0,0.0,0.7747073790524155,2106776.3034968474,1.0,0.0
75,case118_reduced,cnn,warm_start,0.768272397108376,2106776.3034968474,0.000954492528853486,ok,optimal,True,False,0,0.0,0.7747073790524155,2106776.3034968474,1.008375911939905,0.0
75,case118_reduced,cnn,full_fix_feasible,,,,skipped_predicted_schedule_infeasible,skipped,False,False,1296,1.0,0.7747073790524155,2106776.3034968474,,
75,case118_reduced,cnn,partial_fix_confident,0.1506823020754382,2106726.315753499,0.0003280801499019262,ok,optimal,True,False,981,0.7569444444444444,0.7747073790524155,2106776.3034968474,5.1413295946631,-2.3727124358375758e-05
85,case118_reduced,cnn,full_milp,0.6085826529888436,2343092.8559527267,0.0009985607506923933,ok,optimal,True,False,0,0.0,0.6085826529888436,2343092.8559527267,1.0,0.0
85,case118_reduced,cnn,warm_start,0.5671920720487833,2343092.8559527267,0.0009985607506923933,ok,optimal,True,False,0,0.0,0.6085826529888436,2343092.8559527267,1.0729745406887499,0.0
85,case118_reduced,cnn,full_fix_feasible,,,,skipped_predicted_schedule_infeasible,skipped,False,False,1296,1.0,0.6085826529888436,2343092.8559527267,,
85,case118_reduced,cnn,partial_fix_confident,0.15783830103464425,2344722.542252369,0.0009988092584713075,ok,optimal,True,False,938,0.7237654320987654,0.6085826529888436,2343092.8559527267,3.8557349451909304,0.0006955278342905877
98,case118_reduced,cnn,full_milp,0.41874754696618766,2603151.042439662,0.0009987219437965582,ok,optimal,True,False,0,0.0,0.41874754696618766,2603151.042439662,1.0,0.0
98,case118_reduced,cnn,warm_start,0.44168620102573186,2603151.042439662,0.0009987219437965582,ok,optimal,True,False,0,0.0,0.41874754696618766,2603151.042439662,0.9480657217584032,0.0
98,case118_reduced,cnn,full_fix_feasible,,,,skipped_predicted_schedule_infeasible,skipped,False,False,1296,1.0,0.41874754696618766,2603151.042439662,,
98,case118_reduced,cnn,partial_fix_confident,0.0922580809565261,,,warning,infeasible,False,False,837,0.6458333333333334,0.41874754696618766,2603151.042439662,4.538871203743226,
101,case118_reduced,cnn,full_milp,0.7715633029583842,2548689.8546115444,0.0008566862051503629,ok,optimal,True,False,0,0.0,0.7715633029583842,2548689.8546115444,1.0,0.0
101,case118_reduced,cnn,warm_start,0.7891253549605608,2548689.8546115444,0.0008566862051503629,ok,optimal,True,False,0,0.0,0.7715633029583842,2548689.8546115444,0.9777449148075411,0.0
101,case118_reduced,cnn,full_fix_feasible,,,,skipped_predicted_schedule_infeasible,skipped,False,False,1296,1.0,0.7715633029583842,2548689.8546115444,,
101,case118_reduced,cnn,partial_fix_confident,0.09669694793410599,,,warning,infeasible,False,False,881,0.6797839506172839,0.7715633029583842,2548689.8546115444,7.979189823903904,
