mode,n,feasible_rate,mean_solve_time,median_solve_time,mean_speedup,mean_cost_deviation,mean_pct_binaries_fixed
full_fix_feasible,15,0.0,,,,,1.0
full_milp,15,1.0,0.25960206737120944,0.21557591995224357,1.0,0.0,0.0
partial_fix_confident,15,0.9333333333333333,0.06987131993907193,0.06775104894768447,3.8020116132578634,0.00023930609140199952,0.8159722222222222
warm_start,15,1.0,0.2576763447296495,0.21771580807399005,1.0068993158746908,0.0,0.0
