scenario_id,case_name,model_name,mode,solve_time,objective,gap,solver_status,termination_condition,feasible,predicted_schedule_feasible,num_binaries_fixed,pct_binaries_fixed,baseline_full_milp_time,baseline_full_milp_objective,speedup_vs_full_milp,cost_deviation_vs_full_milp
15,case24,pqc_qcnn,full_milp,0.4274369799531996,1105863.0940101105,0.0009012564406593105,ok,optimal,True,False,0,0.0,0.4274369799531996,1105863.0940101105,1.0,0.0
15,case24,pqc_qcnn,warm_start,0.37170536490157247,1105863.0940101105,0.0009012564406593105,ok,optimal,True,False,0,0.0,0.4274369799531996,1105863.0940101105,1.1499349224254132,0.0
15,case24,pqc_qcnn,full_fix_feasible,,,,skipped_predicted_schedule_infeasible,skipped,False,False,576,1.0,0.4274369799531996,1105863.0940101105,,
15,case24,pqc_qcnn,partial_fix_confident,0.0673756900941953,1106051.2497262973,0.0006511350909699927,ok,optimal,True,False,457,0.7934027777777778,0.4274369799531996,1105863.0940101105,6.34408314565115,0.00017014377024244447
18,case24,pqc_qcnn,full_milp,0.1645116580184549,1121890.7955390853,0.0009989904104275057,ok,optimal,True,False,0,0.0,0.1645116580184549,1121890.7955390853,1.0,0.0
18,case24,pqc_qcnn,warm_start,0.15559684101026505,1121890.7955390853,0.0009989904104275057,ok,optimal,True,False,0,0.0,0.1645116580184549,1121890.7955390853,1.057294331622078,0.0
18,case24,pqc_qcnn,full_fix_feasible,,,,skipped_predicted_schedule_infeasible,skipped,False,False,576,1.0,0.1645116580184549,1121890.7955390853,,
18,case24,pqc_qcnn,partial_fix_confident,0.042849696008488536,,,warning,infeasible,False,False,460,0.7986111111111112,0.1645116580184549,1121890.7955390853,3.8392724649870353,
22,case24,pqc_qcnn,full_milp,0.2017587679438293,984879.5007935697,0.0005835234840496078,ok,optimal,True,False,0,0.0,0.2017587679438293,984879.5007935697,1.0,0.0
22,case24,pqc_qcnn,warm_start,0.21599418099503964,984879.5007935697,0.0005835234840496078,ok,optimal,True,False,0,0.0,0.2017587679438293,984879.5007935697,0.9340935344386094,0.0
22,case24,pqc_qcnn,full_fix_feasible,,,,skipped_predicted_schedule_infeasible,skipped,False,False,576,1.0,0.2017587679438293,984879.5007935697,,
22,case24,pqc_qcnn,partial_fix_confident,0.06074748607352376,984788.8656450914,0.0008197565969558214,ok,optimal,True,False,473,0.8211805555555556,0.2017587679438293,984879.5007935697,3.3212694217442524,-9.202663717266235e-05
26,case24,pqc_qcnn,full_milp,0.41259597800672054,1046895.3351790273,0.0005365136221135522,ok,optimal,True,False,0,0.0,0.41259597800672054,1046895.3351790273,1.0,0.0
26,case24,pqc_qcnn,warm_start,0.4379366700304672,1046895.3351790273,0.0005365136221135522,ok,optimal,True,False,0,0.0,0.41259597800672054,1046895.3351790273,0.9421361722872311,0.0
26,case24,pqc_qcnn,full_fix_feasible,,,,skipped_predicted_schedule_infeasible,skipped,False,False,576,1.0,0.41259597800672054,1046895.3351790273,,
26,case24,pqc_qcnn,partial_fix_confident,0.0669805349316448,1046896.617160499,0.0008059444026639074,ok,optimal,True,False,459,0.796875,0.41259597800672054,1046895.3351790273,6.159938531810538,1.224555529683313e-06
30,case24,pqc_qcnn,full_milp,0.35586646501906216,968395.2409166773,0.00011905319179458457,ok,optimal,True,False,0,0.0,0.35586646501906216,968395.2409166773,1.0,0.0
30,case24,pqc_qcnn,warm_start,0.3606789349578321,968395.2409166773,0.00011905319179458457,ok,optimal,True,False,0,0.0,0.35586646501906216,968395.2409166773,0.986657191556439,0.0
30,case24,pqc_qcnn,full_fix_feasible,,,,skipped_predicted_schedule_infeasible,skipped,False,False,576,1.0,0.35586646501906216,968395.2409166773,,
30,case24,pqc_qcnn,partial_fix_confident,0.06840641505550593,969534.7600764609,0.0009365011030975625,ok,optimal,True,False,481,0.8350694444444444,0.35586646501906216,968395.2409166773,5.20223819257751,0.0011767087565454648
31,case24,pqc_qcnn,full_milp,0.2666694630170241,1104233.2000561696,0.0005425200545702993,ok,optimal,True,False,0,0.0,0.2666694630170241,1104233.2000561696,1.0,0.0
31,case24,pqc_qcnn,warm_start,0.2660098469350487,1104233.2000561696,0.0005425200545702993,ok,optimal,True,False,0,0.0,0.2666694630170241,1104233.2000561696,1.0024796679129568,0.0
31,case24,pqc_qcnn,full_fix_feasible,,,,skipped_predicted_schedule_infeasible,skipped,False,False,576,1.0,0.2666694630170241,1104233.2000561696,,
31,case24,pqc_qcnn,partial_fix_confident,0.06803314993157983,1104874.9973467789,5.484793083798496e-05,ok,optimal,True,False,461,0.8003472222222222,0.2666694630170241,1104233.2000561696,3.919698900980045,0.0005812153543079229
39,case24,pqc_qcnn,full_milp,0.17177378991618752,897474.7097968181,0.0008209988342477008,ok,optimal,True,False,0,0.0,0.17177378991618752,897474.7097968181,1.0,0.0
39,case24,pqc_qcnn,warm_start,0.17270281806122512,897474.7097968181,0.0008209988342477008,ok,optimal,True,False,0,0.0,0.17177378991618752,897474.7097968181,0.9946206543965702,0.0
39,case24,pqc_qcnn,full_fix_feasible,,,,skipped_predicted_schedule_infeasible,skipped,False,False,576,1.0,0.17177378991618752,897474.7097968181,,
39,case24,pqc_qcnn,partial_fix_confident,0.09146825002972037,897542.6007128179,0.0006247641123055176,ok,optimal,True,False,477,0.828125,0.17177378991618752,897474.7097968181,1.8779608209446867,7.564660625940214e-05
40,case24,pqc_qcnn,full_milp,0.20725589198991656,932345.383621151,1.833305714555856e-05,ok,optimal,True,False,0,0.0,0.20725589198991656,932345.383621151,1.0,0.0
40,case24,pqc_qcnn,warm_start,0.20679556299000978,932345.383621151,1.833305714555856e-05,ok,optimal,True,False,0,0.0,0.20725589198991656,932345.383621151,1.0022260100422415,0.0
