scenario_id,case_name,model_name,baseline_mode,baseline_solve_time,baseline_objective,baseline_feasible,baseline_gap,baseline_status,baseline_termination_condition,policy_mode,policy_solver_time,feasibility_check_time,policy_total_time,policy_objective,policy_gap,policy_status,policy_termination_condition,policy_feasible,prediction_partially_feasible,prediction_fully_feasible,violation_types,num_binaries_fixed,pct_binaries_fixed,scenario_normalized_policy_time,scenario_speedup,cost_deviation_vs_full_milp
15,case118_reduced,pqc_qcnn,full_milp,1.1162507539847866,2484516.1388037214,True,0.0009467359923239317,ok,optimal,partial_fix_confident,0.2428809249540791,0.002381826052442193,0.24526275100652128,2485371.7768267505,0.0007980523286323675,ok,optimal,True,True,False,min_up;ramp;reserve,1054,0.8132716049382716,0.21972012124604037,4.55124453021856,0.0003443881928016236
18,case118_reduced,pqc_qcnn,full_milp,0.8375601039733738,2527318.918515465,True,0.0009393149441627789,ok,optimal,partial_fix_confident,0.20266476494725794,0.002294335048645735,0.20495909999590367,2529554.9069112064,0.0009996883306534706,ok,optimal,True,True,False,ramp;reserve,1045,0.8063271604938271,0.24470972175439168,4.086474345321156,0.0008847274395645398
19,case118_reduced,pqc_qcnn,full_milp,0.7859495559241623,2532624.84251878,True,0.0007578620397815663,ok,optimal,partial_fix_confident,0.15684287599287927,0.0024262629449367523,0.15926913893781602,2533915.1761391517,0.0009623866931764096,ok,optimal,True,True,False,demand_capacity;ramp;reserve,1051,0.8109567901234568,0.2026454977133217,4.934725968670071,0.0005094847048441975
22,case118_reduced,pqc_qcnn,full_milp,0.8420935560716316,2171614.4080425515,True,0.0007911508849012308,ok,optimal,partial_fix_confident,0.17274525796528906,0.0022723140427842736,0.17501757200807333,2171947.030997945,0.000996264455836215,ok,optimal,True,True,False,min_up;ramp;reserve,1041,0.8032407407407407,0.20783625613349982,4.8114800497448735,0.00015316851562673656
24,case118_reduced,pqc_qcnn,full_milp,0.8912281770026311,2417923.314668417,True,0.0008905893971618811,ok,optimal,partial_fix_confident,0.9058120519621298,0.002393461996689439,0.9082055139588192,2417923.314668417,0.0008905893971618811,ok,optimal,True,True,False,demand_capacity;min_down;min_up;ramp;reserve,0,0.0,1.0190493718603983,0.9813067233183987,0.0
26,case118_reduced,pqc_qcnn,full_milp,0.7752580279484391,2331748.177662901,True,0.0006939986478210752,ok,optimal,partial_fix_confident,0.19719994603656232,0.0023644340690225363,0.19956438010558486,2333317.5889434284,0.0009469672001596512,ok,optimal,True,True,False,min_up;ramp;reserve,1047,0.8078703703703703,0.2574167218025345,3.8847515149660885,0.0006730620808719825
36,case118_reduced,pqc_qcnn,full_milp,0.7523201280273497,2059919.1090658114,True,0.0008001379903568313,ok,optimal,partial_fix_confident,0.6981516110245138,0.0023897120263427496,0.7005413230508566,2059978.0393192188,0.0007703783462109143,ok,optimal,True,True,False,min_down;min_up;ramp;reserve,112,0.08641975308641975,0.9311745053103102,1.0739125634316566,2.8608042494531526e-05
42,case118_reduced,pqc_qcnn,full_milp,1.0086606809636578,2392958.913094108,True,0.0009106127482917547,ok,optimal,partial_fix_confident,0.19624429196119308,0.002293648081831634,0.19853794004302472,2393684.788865154,0.0008442964201676292,ok,optimal,True,True,False,demand_capacity;min_down;min_up;ramp;reserve,1036,0.7993827160493827,0.1968332302329311,5.080442965939271,0.0003033381672682334
56,case118_reduced,pqc_qcnn,full_milp,0.9157532970421016,2379630.7141475608,True,0.0007850646327685605,ok,optimal,partial_fix_confident,0.23347449104767293,0.002400025026872754,0.23587451607454568,2380502.7799138078,0.0009987347988388313,ok,optimal,True,True,False,min_down;min_up;ramp;reserve,1011,0.7800925925925926,0.25757430176492324,3.8823748842485695,0.0003664710499248131
60,case118_reduced,pqc_qcnn,full_milp,0.7052808629814535,2250821.361028554,True,0.0004866127450942494,ok,optimal,partial_fix_confident,0.15686850191559643,0.002384133986197412,0.15925263590179384,2251098.879043586,0.000994580254241021,ok,optimal,True,True,False,demand_capacity;min_up;ramp;reserve,1037,0.8001543209876543,0.2258003077363828,4.428691927060965,0.0001232963307693826
67,case118_reduced,pqc_qcnn,full_milp,0.5784826549934223,2544677.8577510775,True,0.0007851611513705035,ok,optimal,partial_fix_confident,0.14052890404127538,0.0023481360403820872,0.14287704008165747,2547548.8174316883,0.0009989152369696257,ok,optimal,True,True,False,demand_capacity;min_up;ramp;reserve,1048,0.808641975308642,0.24698586698901467,4.04881466373328,0.001128221268505902
75,case118_reduced,pqc_qcnn,full_milp,0.7616509379586205,2106776.3034968474,True,0.000954492528853486,ok,optimal,partial_fix_confident,0.13149596296716481,0.0022944549564272165,0.13379041792359203,2106696.3410804747,0.0006171610063477655,ok,optimal,True,True,False,demand_capacity;min_up;ramp;reserve,1103,0.8510802469135802,0.17565844306865502,5.692866124340839,-3.795486793733403e-05
85,case118_reduced,pqc_qcnn,full_milp,0.5713472689967602,2343092.8559527267,True,0.0009985607506923933,ok,optimal,partial_fix_confident,0.590532515081577,0.0023070579627528787,0.5928395730443299,2343092.8559527267,0.0009985607506923933,ok,optimal,True,True,False,demand_capacity;min_down;min_up;ramp;reserve,0,0.0,1.0376168841855293,0.9637468464913651,0.0
98,case118_reduced,pqc_qcnn,full_milp,0.4349967120215297,2603151.042439662,True,0.0009987219437965582,ok,optimal,partial_fix_confident,0.08984002401120961,0.002246426069177687,0.0920864500803873,,,warning,infeasible,False,True,False,demand_capacity;min_up;ramp;reserve,1046,0.8070987654320988,0.21169458879916678,4.723786307777065,
101,case118_reduced,pqc_qcnn,full_milp,0.783903438015841,2548689.8546115444,True,0.0008566862051503629,ok,optimal,partial_fix_confident,0.13777787308208644,0.002388804918155074,0.14016667800024152,2549998.290674563,0.0008710930835398303,ok,optimal,True,True,False,demand_capacity;min_up;ramp;reserve,1048,0.808641975308642,0.17880605085113693,5.592651899865175,0.000513375945155183
104,case118_reduced,pqc_qcnn,full_milp,0.861251735012047,2527686.293881315,True,0.0006133393735633228,ok,optimal,partial_fix_confident,0.13700445997528732,0.002294830046594143,0.13929929002188146,2528278.4623241504,0.0008817543527668945,ok,optimal,True,True,False,ramp;reserve,1050,0.8101851851851852,0.1617405043833473,6.18274317749042,0.0002342729175962254
105,case118_reduced,pqc_qcnn,full_milp,0.8364703990519047,2054820.330679233,True,0.0009937945525609762,ok,optimal,partial_fix_confident,0.17303868604358286,0.0022667839657515287,0.17530547000933439,2055230.530824982,0.0009946929866554053,ok,optimal,True,True,False,min_up;ramp;reserve,1104,0.8518518518518519,0.20957761351511534,4.77150199025373,0.0001996282300815801
118,case118_reduced,pqc_qcnn,full_milp,0.5293481049593538,2003075.5749534788,True,0.0005487101413020486,ok,optimal,partial_fix_confident,0.13208434800617397,0.0023159560514613986,0.13440030405763537,2003578.1805483839,0.00016553781185115222,ok,optimal,True,True,False,min_up;ramp;reserve,1102,0.8503086419753086,0.25389777123685997,3.9385930610123587,0.00025091694052370753
119,case118_reduced,pqc_qcnn,full_milp,0.7040045750327408,2206216.4376017195,True,0.0009586075117737212,ok,optimal,partial_fix_confident,0.09171725809574127,0.00222327106166631,0.09394052915740758,,,warning,infeasible,False,True,False,demand_capacity;min_up;ramp;reserve,1090,0.8410493827160493,0.1334373844843817,7.494151686681523,
120,case118_reduced,pqc_qcnn,full_milp,0.8031454479787499,1924641.0397552897,True,0.0007288637171006637,ok,optimal,partial_fix_confident,0.14856813102960587,0.0022821020102128386,0.1508502330398187,1929136.2291712672,0.000977245233911426,ok,optimal,True,True,False,min_up;ramp;reserve,1103,0.8510802469135802,0.1878243018365585,5.324124675145514,0.0023355988587612756
131,case118_reduced,pqc_qcnn,full_milp,0.571959292050451,2326241.7614564253,True,0.0009979632889011902,ok,optimal,partial_fix_confident,0.19718409900087863,0.0022993190214037895,0.19948341802228242,2327296.932882537,0.000921491262820462,ok,optimal,True,True,False,min_up;ramp;reserve,1050,0.8101851851851852,0.34877205562504704,2.8672021851288054,0.0004535949115844284
133,case118_reduced,pqc_qcnn,full_milp,0.6293036330025643,2078045.5640933947,True,0.0009070182917146033,ok,optimal,partial_fix_confident,0.16768618603236973,0.0023033840116113424,0.16998957004398108,2077477.5428715656,0.0005347282626147744,ok,optimal,True,True,False,min_up;ramp;reserve,1106,0.8533950617283951,0.270123293636362,3.702013204926313,-0.0002733439687964338
135,case118_reduced,pqc_qcnn,full_milp,0.6597070000134408,1895127.896536667,True,0.0009617617034180851,ok,optimal,partial_fix_confident,0.1307089909678325,0.002290438045747578,0.13299942901358008,1900376.389309003,0.0009511163566589139,ok,optimal,True,True,False,min_up;ramp;reserve,1098,0.8472222222222222,0.2016037862427871,4.9602243025124615,0.0027694662623708416
141,case118_reduced,pqc_qcnn,full_milp,1.0046108689857647,2348327.0799733344,True,0.0009808624736785097,ok,optimal,partial_fix_confident,0.1537728989496827,0.002366845030337572,0.15613974398002028,2348934.1021963987,0.0009739984489626007,ok,optimal,True,True,False,min_up;ramp;reserve,1045,0.8063271604938271,0.15542310838987428,6.434049674849699,0.00025849134400438933
143,case118_reduced,pqc_qcnn,full_milp,0.7695077089592814,2291546.1228691544,True,0.0009191411528251651,ok,optimal,partial_fix_confident,0.13729214598424733,0.0022451250115409493,0.13953727099578828,2292394.2619606555,0.0008581806903839243,ok,optimal,True,True,False,demand_capacity;min_up;ramp;reserve,1069,0.8248456790123457,0.18133316842855943,5.514710897438348,0.00037011652658297403
