case_name,model_name,n_scenarios,baseline_total_full_milp_time,policy_total_solver_time,policy_total_feasibility_check_time,policy_total_time,normalized_policy_time_vs_full_milp,total_speedup_vs_full_milp,time_reduction_percent,n_partial_fix,n_fallback_full_milp,partial_fix_rate,fallback_full_milp_rate,baseline_feasible_rate,policy_feasible_rate,confidence_threshold,threshold
case118_reduced,pqc_qcnn,25,19.13004492,5.722117201,0.058073087,5.780190289,0.182152468,3.309587395,69.78475319,25,0,1,0,1,0.92,0.85,0.5
