mode,n,feasible_rate,mean_solve_time,median_solve_time,mean_speedup,mean_cost_deviation,mean_pct_binaries_fixed
full_fix_feasible,25,0.0,,,,,1.0
full_milp,25,1.0,0.7931595900235697,0.7864678100449964,1.0,0.0,0.0
partial_fix_confident,25,0.92,0.23748391011264175,0.17192745197098702,4.416995369709885,0.0005038664735912513,0.7251851851851852
warm_start,25,1.0,0.7889584140852094,0.7839445340214297,1.0033766369750348,0.0,0.0
