bitwise_accuracy,exact_schedule_match_accuracy,f1_micro,f1_macro,model_name,case_name,training_time,prediction_time_total,prediction_time_per_sample,best_epoch,best_val_loss,num_parameters
0.9530211301044634,0.0,0.9530211301044634,0.9528436849621704,cnn,case118_reduced,1.4454588200314902,0.0178372520022094,0.0006860481539311,27,0.115727961063385,614480
