mode,n,feasible_rate,mean_solve_time,median_solve_time,mean_speedup,mean_cost_deviation,mean_pct_binaries_fixed
full_fix_feasible,3,0.0,,,,,1.0
full_milp,3,1.0,0.08019898168276995,0.07453869900200516,1.0,0.0,0.0
partial_fix_confident,3,0.6666666666666666,0.050610424659680575,0.025352554977871478,2.558049892475824,0.004063601533289994,0.8291666666666666
warm_start,3,1.0,0.07776622130768374,0.07146008795825765,1.0281434835115275,0.0,0.0
