time,accuracy
0,1.0
1,1.0
2,0.9333333333333333
3,1.0
4,1.0
5,1.0
6,1.0
7,0.9666666666666667
8,0.9666666666666667
9,0.8666666666666667
10,0.8666666666666667
11,0.9333333333333333
12,0.9333333333333333
13,0.9
14,0.9
15,1.0
16,0.9333333333333333
17,0.9
18,0.9333333333333333
19,0.9
20,0.9
21,0.9333333333333333
22,0.9666666666666667
23,0.9666666666666667
