mode,n,feasible_rate,mean_solve_time,median_solve_time,mean_speedup,mean_cost_deviation,mean_pct_binaries_fixed
full_fix_feasible,25,0.0,,,,,1.0
full_milp,25,1.0,0.8280785155599005,0.8255167110473849,1.0,0.0,0.0
partial_fix_confident,25,0.76,0.1428595279972069,0.1459249939653091,5.975828310774131,0.00047513201344923507,0.8365123456790124
warm_start,25,1.0,0.8220447700005025,0.8346373289823532,1.0056865076409898,0.0,0.0
