mode,n,feasible_rate,mean_solve_time,median_solve_time,mean_speedup,mean_cost_deviation,mean_pct_binaries_fixed
full_fix_feasible,25,0.0,,,,,1.0
full_milp,25,1.0,0.785939815947786,0.8079488610383123,1.0,0.0,0.0
partial_fix_confident,25,0.84,0.4407165604783222,0.4247179049998522,2.7704923991061987,0.0003071939268983418,0.3085185185185185
warm_start,25,1.0,0.7773337223520502,0.7836214989656582,1.0095358656244142,0.0,0.0
