scenario_id,case_name,model_name,baseline_mode,baseline_solve_time,baseline_objective,baseline_feasible,baseline_gap,baseline_status,baseline_termination_condition,policy_mode,policy_solver_time,feasibility_check_time,policy_total_time,policy_objective,policy_gap,policy_status,policy_termination_condition,policy_feasible,prediction_partially_feasible,prediction_fully_feasible,violation_types,num_binaries_fixed,pct_binaries_fixed,scenario_normalized_policy_time,scenario_speedup,cost_deviation_vs_full_milp
67,case118_reduced,henderson_quanv,full_milp,0.5717482060426846,2544677.8577510775,True,0.0007851611513705035,ok,optimal,partial_fix_confident,0.09567770699504763,0.0024199809413403273,0.09809768793638796,,,warning,infeasible,False,True,False,demand_capacity;min_down;min_up;ramp;reserve,798,0.6157407407407407,0.17157498160836265,5.828355571575124,
75,case118_reduced,henderson_quanv,full_milp,0.7737278409767896,2106776.3034968474,True,0.000954492528853486,ok,optimal,partial_fix_confident,0.5388545129681006,0.002312458003871143,0.5411669709719718,2106828.7492055483,0.0009984638879970964,ok,optimal,True,True,False,min_down;min_up;ramp;reserve,121,0.0933641975308642,0.699428070584584,1.4297395858936532,2.489381934563793e-05
85,case118_reduced,henderson_quanv,full_milp,0.5644187569851056,2343092.8559527267,True,0.0009985607506923933,ok,optimal,partial_fix_confident,0.3568109180778265,0.0022406630450859666,0.35905158112291247,2343297.6135577294,0.0009968756016079225,ok,optimal,True,True,False,min_down;min_up;ramp;reserve,397,0.30632716049382713,0.6361439563788053,1.5719712338264031,8.738774670518584e-05
98,case118_reduced,henderson_quanv,full_milp,0.4306721150642261,2603151.042439662,True,0.0009987219437965582,ok,optimal,partial_fix_confident,0.09947555093094707,0.0022595709888264537,0.10173512191977352,,,warning,infeasible,False,True,False,demand_capacity;min_down;min_up;ramp;reserve,817,0.6304012345679012,0.23622407479203006,4.233268776183768,
101,case118_reduced,henderson_quanv,full_milp,0.819989889045246,2548689.8546115444,True,0.0008566862051503629,ok,optimal,partial_fix_confident,0.097465859958902,0.002261972054839134,0.09972783201374114,,,warning,infeasible,False,True,False,demand_capacity;min_down;min_up;ramp;reserve,764,0.5895061728395061,0.12162080697099704,8.222277296996314,
104,case118_reduced,henderson_quanv,full_milp,0.8560689410660416,2527686.293881315,True,0.0006133393735633228,ok,optimal,partial_fix_confident,0.09661678900010884,0.0022471609991043806,0.09886394999921322,,,warning,infeasible,False,True,False,demand_capacity;min_down;min_up;ramp;reserve,700,0.5401234567901234,0.11548596760922125,8.65906066946399,
105,case118_reduced,henderson_quanv,full_milp,0.8088506719795987,2054820.330679233,True,0.0009937945525609762,ok,optimal,partial_fix_confident,1.1355702959699556,0.0022821580059826374,1.1378524539759383,2054918.8195279872,0.0009978813121973244,ok,optimal,True,True,False,min_down;min_up;ramp;reserve,43,0.033179012345679014,1.4067521897350144,0.7108572549571556,4.7930637673634826e-05
118,case118_reduced,henderson_quanv,full_milp,0.5372310599777848,2003075.5749534788,True,0.0005487101413020486,ok,optimal,partial_fix_confident,0.41191508201882243,0.0022548059932887554,0.4141698880121112,2002248.745593479,0.000303474168224577,ok,optimal,True,True,False,min_down;min_up;ramp;reserve,57,0.04398148148148148,0.7709343685922361,1.2971272792339625,-0.000412779912220267
119,case118_reduced,henderson_quanv,full_milp,0.6871582739986479,2206216.4376017195,True,0.0009586075117737212,ok,optimal,partial_fix_confident,0.4911513419356197,0.0022904560901224613,0.4934417980257422,2205952.7461640043,0.0008538656186754177,ok,optimal,True,True,False,min_down;min_up;ramp;reserve,261,0.2013888888888889,0.7180904555719766,1.3925822189120667,-0.00011952201661675867
120,case118_reduced,henderson_quanv,full_milp,0.8186295690247789,1924641.0397552897,True,0.0007288637171006637,ok,optimal,partial_fix_confident,0.6245856259483844,0.0022905819350853562,0.6268762078834698,1926037.7806885405,0.0007060926073056013,ok,optimal,True,True,False,min_down;min_up;ramp,129,0.09953703703703703,0.7657629672847732,1.305887125288625,0.0007257150317383124
