case_name,model_name,n_scenarios,baseline_total_full_milp_time,policy_total_solver_time,policy_total_feasibility_check_time,policy_total_time,normalized_policy_time_vs_full_milp,total_speedup_vs_full_milp,time_reduction_percent,n_partial_fix,n_fallback_full_milp,partial_fix_rate,fallback_full_milp_rate,baseline_feasible_rate,policy_feasible_rate,confidence_threshold,threshold
case10,henderson_quanv,3,0.290095229,0.062208784,0.002771762,0.064980546,0.63997293,4.464339666,77.6002707,3,0,1,0,1,0.333333333,0.85,0.5
