mode,n,feasible_rate,mean_solve_time,median_solve_time,mean_speedup,mean_cost_deviation,mean_pct_binaries_fixed
full_fix_feasible,3,0.0,,,,,1.0
full_milp,3,1.0,0.10807142034173012,0.09109821997117251,1.0,0.0,0.0
partial_fix_confident,3,0.3333333333333333,0.020775438674415152,0.01960871904157102,5.281766286931783,0.0065648911640881265,0.8624999999999999
warm_start,3,1.0,0.07475227133060496,0.06826227600686252,1.4956882338944413,0.0,0.0
