mode,n,feasible_rate,mean_solve_time,median_solve_time,mean_speedup,mean_cost_deviation,mean_pct_binaries_fixed
full_fix_feasible,25,0.0,,,,,1.0
full_milp,25,1.0,0.784087520330213,0.7775546150514856,1.0,0.0,0.0
partial_fix_confident,25,0.84,0.16040765219833703,0.15648346696980298,5.1068068932697805,0.0005236906705230872,0.8202160493827161
warm_start,25,1.0,0.7804093664884567,0.8150649629533291,1.0029731537648612,0.0,0.0
