generator,accuracy
0,1.0
1,1.0
2,1.0
3,1.0
4,0.9861111111111112
5,1.0
6,0.8222222222222222
7,0.9694444444444444
8,1.0
9,0.8611111111111112
10,1.0
11,1.0
12,1.0
13,0.8472222222222222
14,0.8638888888888889
15,0.7111111111111111
16,0.9333333333333333
17,1.0
18,0.9444444444444444
19,1.0
20,0.8138888888888889
21,0.9777777777777777
22,1.0
23,1.0
