time,accuracy
0,0.9527777777777777
1,0.9611111111111111
2,0.9666666666666667
3,0.9527777777777777
4,0.9527777777777777
5,0.9527777777777777
6,0.9388888888888889
7,0.9222222222222223
8,0.9472222222222222
9,0.95
10,0.9527777777777777
11,0.9583333333333334
12,0.975
13,0.9722222222222222
14,0.9666666666666667
15,0.9527777777777777
16,0.9277777777777778
17,0.9333333333333333
18,0.9111111111111111
19,0.925
20,0.9388888888888889
21,0.9388888888888889
22,0.9416666666666667
23,0.9388888888888889
